sim; model; stat; esthat; esthatlo; esthatup; tau2hat; tau2hatlo; tau2hatup; sigma2hat; sigma2hatlo; sigma2hatup; IC; truemu0; trueor;  truetausq; truesigmasq; k; nstudies; studysize
1; metan-frequentist-peto-1--logit; mean-orout; 1.271845870481352; 1.005676522066789; 1.608461451338366; .; .; .;0;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-iv-1--logit; mean-orout; 1.212088866417794; .9628089208101158; 1.525909646597175; .; .; .;0;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-mh-1--logit; mean-orout; 1.27006520949772; 1.004438220358659; 1.60593812907727; .; .; .;0;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-dl-1--logit; mean-orout; 1.212088866417794; .9628089208101158; 1.525909646597175; .; .; .;0;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-bdl-1--logit; mean-orout; 1.212088866417794; .9628089208101158; 1.525909646597175; .; .; .;0;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-he-1--logit; mean-orout; 1.212088866417794; .9628089208101158; 1.525909646597175; .; .; .;0;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-mp-1--logit; mean-orout; 1.212088866417794; .9628089208101158; 1.525909646597175; .; .; .;0;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-ml-1--logit; mean-orout; 1.212088866417794; .9628089208101158; 1.525909646597175; .; .; .;0;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-reml-1--logit; mean-orout; 1.212088866417794; .9628089208101158; 1.525909646597175; .; .; .;0;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-hm-1--logit; mean-orout; 1.210144298691352; .9009068516083738; 1.625527901181711; .; .; .;.0570872889168251;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-b0-1--logit; mean-orout; 1.212088866417794; .9628089208101158; 1.525909646597175; .; .; .;0;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-bp-1--logit; mean-orout; 1.155742395393156; .7089619720123858; 1.884079171013386; .; .; .;.8975778449101314;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-sj2s-1--logit; mean-orout; 1.183805892480509; .8061409642183848; 1.738401164652805; .; .; .;.2718618375313283;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-dk2s-1--logit; mean-orout; 1.212088866417794; .9628089208101158; 1.525909646597175; .; .; .;0;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-hk-1--logit; mean-orout; 1.212088866417794; 1.034740711555095; 1.419833397572611; .; .; .;.018426796539591;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-pl-1--logit; mean-orout; 1.212088866417794; .9628089240095785; 1.527093175045263; .; .; .;0;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-kr-1--logit; mean-orout; 1.212088866417794; .0002786233007087; 5272.923751736666; .; .; .;.5204411888829829;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-bt-1--logit; mean-orout; 1.211647614530291; .9624184239420864; 1.525417536983152; .; .; .;0;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-mu-1--logit; mean-orout; 1.212088866417794; 1.039702078141241; 1.413058077868332; .; .; .;.4439464982083609;.;.; .; .; .; .; .; 41 ; 56; .
1; metan-frequentist-ivhet-1--logit; mean-orout; 1.212088866417794; .9628089208101158; 1.525909646597175; .; .; .;0;.;.; .; .; .; .; .; 41 ; 56; .
1; smeta-frequentist-reml-1-wald-logit; mean-orout; 1.185276011713135; .9468841578381386; 1.483686480878632; .; .; .;1.15354600202e-07;.;.; .; .; .; .; .; 56; 56; .
1; smeta-frequentist-reml-1-t-logit; mean-orout; 1.185276011713135; .9421141053018235; 1.491198588405081; .; .; .;1.15354600202e-07;.;.; .; .; .; .; .; 56; 56; .
1; smeta-frequentist-reml-1-tkh-logit; mean-orout; 1.185276011713135; 1.035632658371438; 1.356542025385534; .; .; .;1.15354600202e-07;.;.; .;  .; .; .; .; 56; 56; .
1; smeta-frequentist-reml-1-tkht-logit; mean-orout; 1.185276011713135; .9421141053018235; 1.491198588405081; .; .; .;1.15354600202e-07;.;.; .;  .; .; .; .; 56; 56; .
1; smeta-frequentist-mle-1-wald-logit; mean-orout; 1.185275985644002; .9468839062144683; 1.483686809886658; .; .; .;2.58271992262e-07;.;.; .; .; .; .; .; 56; 56; .
1; smeta-frequentist-mle-1-t-logit; mean-orout; 1.185275985644002; .9421138497811061; 1.491198927253618; .; .; .;2.58271992262e-07;.;.; .; .; .; .; .; 56; 56; .
1; smeta-frequentist-mle-1-tkh-logit; mean-orout; 1.185275985644002; 1.035632492405459; 1.356542183107112; .; .; .;2.58271992262e-07;.;.; .;  .; .; .; .; 56; 56; .
1; smeta-frequentist-mle-1-tkht-logit; mean-orout; 1.185275985644002; .9421138497811061; 1.491198927253618; .; .; .;2.58271992262e-07;.;.; .;  .; .; .; .; 56; 56; .
1; smeta-frequentist-eb-1-wald-logit; mean-orout; 1.185275970212678; .9468837572702713; 1.48368700463684; .; .; .;3.42869624569e-07;.;.; .; .; .; .; .; 56; 56; .
1; smeta-frequentist-eb-1-t-logit; mean-orout; 1.185275970212678; .9421136985301243; 1.491199127828715; .; .; .;3.42869624569e-07;.;.; .; .; .; .; .; 56; 56; .
1; smeta-frequentist-eb-1-tkh-logit; mean-orout; 1.185275970212678; 1.035632394164774; 1.356542276467342; .; .; .;3.42869624569e-07;.;.; .;  .; .; .; .; 56; 56; .
1; smeta-frequentist-eb-1-tkht-logit; mean-orout; 1.185275970212678; .9421136985301243; 1.491199127828715; .; .; .;3.42869624569e-07;.;.; .;  .; .; .; .; 56; 56; .
1; smeta-frequentist-dl-1-wald-logit; mean-orout; 1.185276032754428; .9468843609346668; 1.483686215321292; .; .; .;0;.;.; .; .; .; .; .; 56; 56; .
1; smeta-frequentist-dl-1-t-logit; mean-orout; 1.185276032754428; .942114311543835; 1.491198314905027; .; .; .;0;.;.; .; .; .; .; .; 56; 56; .
1; smeta-frequentist-dl-1-tkh-logit; mean-orout; 1.185276032754428; 1.035632792329799; 1.356541898081081; .; .; .;0;.;.; .;  .; .; .; .; 56; 56; .
1; smeta-frequentist-dl-1-tkht-logit; mean-orout; 1.185276032754428; .942114311543835; 1.491198314905027; .; .; .;0;.;.; .;  .; .; .; .; 56; 56; .
1; smeta-frequentist-sj-1-wald-logit; mean-orout; 1.138756371652514; .812503753910547; 1.596012409466315; .; .; .;.1811826105495064;.;.; .; .; .; .; .; 56; 56; .
1; smeta-frequentist-sj-1-t-logit; mean-orout; 1.138756371652514; .8063584276362812; 1.608175756010232; .; .; .;.1811826105495064;.;.; .; .; .; .; .; 56; 56; .
1; smeta-frequentist-sj-1-tkh-logit; mean-orout; 1.138756371652514; .9399455587639211; 1.379618278833633; .; .; .;.1811826105495064;.;.; .;  .; .; .; .; 56; 56; .
1; smeta-frequentist-sj-1-tkht-logit; mean-orout; 1.138756371652514; .8063584276362812; 1.608175756010232; .; .; .;.1811826105495064;.;.; .;  .; .; .; .; 56; 56; .
1; smeta-frequentist-he-1-wald-logit; mean-orout; 1.185276032754428; .9468843609346668; 1.483686215321292; .; .; .;0;.;.; .; .; .; .; .; 56; 56; .
1; smeta-frequentist-he-1-t-logit; mean-orout; 1.185276032754428; .942114311543835; 1.491198314905027; .; .; .;0;.;.; .; .; .; .; .; 56; 56; .
1; smeta-frequentist-he-1-tkh-logit; mean-orout; 1.185276032754428; 1.035632792329799; 1.356541898081081; .; .; .;0;.;.; .;  .; .; .; .; 56; 56; .
1; smeta-frequentist-he-1-tkht-logit; mean-orout; 1.185276032754428; .942114311543835; 1.491198314905027; .; .; .;0;.;.; .;  .; .; .; .; 56; 56; .
1; smeta-frequentist-hs-1-wald-logit; mean-orout; 1.185276032754428; .9468843609346668; 1.483686215321292; .; .; .;0;.;.; .; .; .; .; .; 56; 56; .
1; smeta-frequentist-hs-1-t-logit; mean-orout; 1.185276032754428; .942114311543835; 1.491198314905027; .; .; .;0;.;.; .; .; .; .; .; 56; 56; .
1; smeta-frequentist-hs-1-tkh-logit; mean-orout; 1.185276032754428; 1.035632792329799; 1.356541898081081; .; .; .;0;.;.; .;  .; .; .; .; 56; 56; .
1; smeta-frequentist-hs-1-tkht-logit; mean-orout; 1.185276032754428; .942114311543835; 1.491198314905027; .; .; .;0;.;.; .;  .; .; .; .; 56; 56; .
1; smeta-frequentist-mh-1-wald-logit; mean-orout; 1.187546635403995; .9536719537106549; 1.478775805214908; .; .; .;0;.;.; .;  .; .; .; .; 56; 56; .
1; smeta-frequentist-iv-1-wald-logit; mean-orout; 1.185276032754428; .9468843609346668; 1.483686215321292; .; .; .;0;.;.; .;  .; .; .; .; 56; 56; .
1; smeta-frequentist-iv-1-t-logit; mean-orout; 1.185276032754428; .942114311543835; 1.491198314905027; .; .; .;0;.;.; .;  .; .; .; .; 56; 56; .
1;metafor-frequentist-CM.AL-ML-z--1-NA-NA;mean-orout;1.26632186213191;1.00302503742254;1.59873482583635;NA;.;.;0;NA;NA;.;NA;NA;NA;NA;41;56;NA
1;metafor-frequentist-CM.AL-ML-t--1-NA-NA;mean-orout;1.26632186213191;0.995761576028378;1.61039660207527;NA;.;.;0;NA;NA;.;NA;NA;NA;NA;41;56;NA
1;metafor-frequentist-UM.FS-ML-z--1-NA-NA;mean-orout;1.27201374568184;1.00531182377986;1.60946974951512;NA;.;.;0;NA;NA;.;NA;NA;NA;NA;41;56;NA
1;metafor-frequentist-UM.FS-ML-t--1-NA-NA;mean-orout;1.27201374568184;0.997963112350072;1.62132141877802;NA;.;.;0;NA;NA;.;NA;NA;NA;NA;41;56;NA
1;metafor-frequentist-UM.RS-ML-z--1-NA-NA;mean-orout;1.23376621746949;0.97478872805343;1.5615476826539;0.659089169270675;.;.;0;NA;NA;.;NA;NA;NA;NA;41;56;NA
1;metafor-frequentist-UM.RS-ML-t--1-NA-NA;mean-orout;1.23376621746949;0.967654010855625;1.57306130320591;0.659089169270675;.;.;0;NA;NA;.;NA;NA;NA;NA;41;56;NA
1;metafor-frequentist-UM.RS-ML-z--2-NA-NA;mean-orout;1.32746724181327;0.866379758084901;2.03394557830223;0.631212433881966;.;.;0.00278207303408155;NA;NA;.;NA;NA;NA;NA;41;56;NA
1;metafor-frequentist-UM.RS-ML-t--2-NA-NA;mean-orout;1.32746724181327;0.854929267384007;2.06118721783778;0.631212433881966;.;.;0.00278207303408155;NA;NA;.;NA;NA;NA;NA;41;56;NA
1;metafor-frequentist-UM.RS-EE-z--1-NA-NA;mean-orout;1.23424697961977;0.975154476654213;1.56217875543907;0.669474040226423;.;.;0;NA;NA;.;NA;NA;NA;NA;41;56;NA
1;metafor-frequentist-UM.RS-EE-t--1-NA-NA;mean-orout;1.23424697961977;0.96801664610933;1.57369773838421;0.669474040226423;.;.;0;NA;NA;.;NA;NA;NA;NA;41;56;NA
1;bayesmeta-bayesian-RE-shortest-NA-1-NA-NA;mean-orout;1.17627373328547;0.908102189939481;1.52195231412595;.;.;.;0.112724896702876;0;0.362011645325485;.;NA;NA;NA;NA;56;56;NA
1;bayesmeta-bayesian-RE-shortest-NA-1-NA-NA;median-orout;1.17761852818786;0.908102189939481;1.52195231412595;.;.;.;0.112724896702876;0;0.362011645325485;.;NA;NA;NA;NA;56;56;NA
1;bayesmeta-bayesian-RE-central-NA-1-NA-NA;mean-orout;1.17627373328547;0.905361857339449;1.51755530168758;.;.;.;0.112724896702876;0.00514067545526918;0.424517361343522;.;NA;NA;NA;NA;56;56;NA
1;bayesmeta-bayesian-RE-central-NA-1-NA-NA;median-orout;1.17761852818786;0.905361857339449;1.51755530168758;.;.;.;0.112724896702876;0.00514067545526918;0.424517361343522;.;NA;NA;NA;NA;56;56;NA
1;bayesmeta-bayesian-RE-shortest-NA-2-NA-NA;mean-orout;1.17599913510463;0.907128950691553;1.52278122462919;.;.;.;0.11447718431014;0;0.368484519277296;.;NA;NA;NA;NA;56;56;NA
1;bayesmeta-bayesian-RE-shortest-NA-2-NA-NA;median-orout;1.17739958894872;0.907128950691553;1.52278122462919;.;.;.;0.11447718431014;0;0.368484519277296;.;NA;NA;NA;NA;56;56;NA
1;bayesmeta-bayesian-RE-central-NA-2-NA-NA;mean-orout;1.17599913510463;0.904278363396048;1.51820738876753;.;.;.;0.11447718431014;0.0052170174870771;0.43216015614081;.;NA;NA;NA;NA;56;56;NA
1;bayesmeta-bayesian-RE-central-NA-2-NA-NA;median-orout;1.17739958894872;0.904278363396048;1.51820738876753;.;.;.;0.11447718431014;0.0052170174870771;0.43216015614081;.;NA;NA;NA;NA;56;56;NA
1;metaplus-frequentist-PL-normal-NA-NA-NA-NA-NA;mean-orout;1.18527660953134;0.946543478576166;1.4837819524336;.;.;.;0;NA;NA;.;NA;NA;NA;NA;56;56;NA
1;metaplus-frequentist-PL-t-dist-NA-NA-NA-NA-NA;mean-orout;1.18527603275443;0.946505019612513;1.48309663704918;.;.;.;0;NA;NA;.;NA;NA;NA;NA;56;56;NA
1;metaplus-frequentist-PL-mixture-NA-NA-NA-NA-NA;mean-orout;1.18527603263019;0.946032658210059;1.4832035493736;.;.;.;0;NA;NA;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-shortest-normal-Smith-1-NA-NA;mean-orout;1.28631536419933;0.963530417515765;1.73290086447156;.;.;.;0.0166347025912576;1.90648201691495e-05;0.275387580420556;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-shortest-normal-Smith-1-NA-NA;median-orout;1.28560629323531;0.963530417515765;1.73290086447156;.;.;.;0.0166347025912576;1.90648201691495e-05;0.275387580420556;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-central-normal-Smith-1-NA-NA;mean-orout;1.28631536419933;0.963530417515765;1.73290086447156;.;.;.;0.0166347025912576;1.90648201691495e-05;0.275387580420556;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-central-normal-Smith-1-NA-NA;median-orout;1.28560629323531;0.963530417515765;1.73290086447156;.;.;.;0.0166347025912576;1.90648201691495e-05;0.275387580420556;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-shortest-cauchy-Smith-2-NA-NA;mean-orout;1.2777806333171;0.964976012503818;1.7222126264039;.;.;.;0.0173846224475513;2.12245184044886e-05;0.270787592432222;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-shortest-cauchy-Smith-2-NA-NA;median-orout;1.26932499477022;0.964976012503818;1.7222126264039;.;.;.;0.0173846224475513;2.12245184044886e-05;0.270787592432222;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-central-cauchy-Smith-2-NA-NA;mean-orout;1.2777806333171;0.964976012503818;1.7222126264039;.;.;.;0.0173846224475513;2.12245184044886e-05;0.270787592432222;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-central-cauchy-Smith-2-NA-NA;median-orout;1.26932499477022;0.964976012503818;1.7222126264039;.;.;.;0.0173846224475513;2.12245184044886e-05;0.270787592432222;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-shortest-uniform-Smith-3-NA-NA;mean-orout;1.2822130965376;0.9766400459468;1.71219741540625;.;.;.;0.0183987318842395;2.45333254184584e-05;0.194748383940654;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-shortest-uniform-Smith-3-NA-NA;median-orout;1.28076457395946;0.9766400459468;1.71219741540625;.;.;.;0.0183987318842395;2.45333254184584e-05;0.194748383940654;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-central-uniform-Smith-3-NA-NA;mean-orout;1.2822130965376;0.9766400459468;1.71219741540625;.;.;.;0.0183987318842395;2.45333254184584e-05;0.194748383940654;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-central-uniform-Smith-3-NA-NA;median-orout;1.28076457395946;0.9766400459468;1.71219741540625;.;.;.;0.0183987318842395;2.45333254184584e-05;0.194748383940654;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-FE-shortest-NA-Smith-1-NA-NA;mean-orout;1.26138971112686;1.01244638538182;1.58222218066653;.;.;.;0;0;0;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-FE-shortest-NA-Smith-1-NA-NA;median-orout;1.25976649692891;1.01244638538182;1.58222218066653;.;.;.;0;0;0;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-FE-central-NA-Smith-1-NA-NA;mean-orout;1.26138971112686;1.01244638538182;1.58222218066653;.;.;.;0;0;0;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-FE-central-NA-Smith-1-NA-NA;median-orout;1.25976649692891;1.01244638538182;1.58222218066653;.;.;.;0;0;0;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-shortest-normal-Higgins-1-NA-NA;mean-orout;1.23096752895008;0.941559576104599;1.6135553726089;.;.;.;0.0168496516734748;3.08068689219246e-05;0.250691387430164;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-shortest-normal-Higgins-1-NA-NA;median-orout;1.22730037761746;0.941559576104599;1.6135553726089;.;.;.;0.0168496516734748;3.08068689219246e-05;0.250691387430164;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-central-normal-Higgins-1-NA-NA;mean-orout;1.23096752895008;0.941559576104599;1.6135553726089;.;.;.;0.0168496516734748;3.08068689219246e-05;0.250691387430164;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-central-normal-Higgins-1-NA-NA;median-orout;1.22730037761746;0.941559576104599;1.6135553726089;.;.;.;0.0168496516734748;3.08068689219246e-05;0.250691387430164;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-shortest-cauchy-Higgins-2-NA-NA;mean-orout;1.2281201178965;0.937339204465183;1.63607215804844;.;.;.;0.0136171980620335;2.02651755327956e-05;0.27491486419963;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-shortest-cauchy-Higgins-2-NA-NA;median-orout;1.22951515753645;0.937339204465183;1.63607215804844;.;.;.;0.0136171980620335;2.02651755327956e-05;0.27491486419963;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-central-cauchy-Higgins-2-NA-NA;mean-orout;1.2281201178965;0.937339204465183;1.63607215804844;.;.;.;0.0136171980620335;2.02651755327956e-05;0.27491486419963;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-central-cauchy-Higgins-2-NA-NA;median-orout;1.22951515753645;0.937339204465183;1.63607215804844;.;.;.;0.0136171980620335;2.02651755327956e-05;0.27491486419963;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-shortest-uniform-Higgins-3-NA-NA;mean-orout;1.22679319674361;0.928700533721573;1.61737525996151;.;.;.;0.0167278054284093;3.21828974177428e-05;0.194520431539939;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-shortest-uniform-Higgins-3-NA-NA;median-orout;1.23207996222906;0.928700533721573;1.61737525996151;.;.;.;0.0167278054284093;3.21828974177428e-05;0.194520431539939;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-central-uniform-Higgins-3-NA-NA;mean-orout;1.22679319674361;0.928700533721573;1.61737525996151;.;.;.;0.0167278054284093;3.21828974177428e-05;0.194520431539939;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-RE-central-uniform-Higgins-3-NA-NA;median-orout;1.23207996222906;0.928700533721573;1.61737525996151;.;.;.;0.0167278054284093;3.21828974177428e-05;0.194520431539939;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-FE-shortest-NA-Higgins-1-NA-NA;mean-orout;1.22170995195594;0.972018316349563;1.54601957686673;.;.;.;0;0;0;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-FE-shortest-NA-Higgins-1-NA-NA;median-orout;1.2199768560735;0.972018316349563;1.54601957686673;.;.;.;0;0;0;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-FE-central-NA-Higgins-1-NA-NA;mean-orout;1.22170995195594;0.972018316349563;1.54601957686673;.;.;.;0;0;0;.;NA;NA;NA;NA;56;56;NA
1;metastan-bayesian-FE-central-NA-Higgins-1-NA-NA;median-orout;1.2199768560735;0.972018316349563;1.54601957686673;.;.;.;0;0;0;.;NA;NA;NA;NA;56;56;NA
1;meta-frequentist-common-SSW--REML-HK--;mean-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--REML-HK--;median-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--REML-HK--;mean-orout;1.16398744862362;0.860938297589271;1.57370950316314;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--REML-HK--;median-orout;1.16398744862362;0.860938297589271;1.57370950316314;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--REML-KR--;mean-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--REML-KR--;median-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--REML-KR--;mean-orout;1.16398744862362;0.860938297589271;1.57370950316314;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--REML-KR--;median-orout;1.16398744862362;0.860938297589271;1.57370950316314;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--PM-HK--;mean-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--PM-HK--;median-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--PM-HK--;mean-orout;1.16398744862362;0.860938297589271;1.57370950316314;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--PM-HK--;median-orout;1.16398744862362;0.860938297589271;1.57370950316314;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--PM-KR--;mean-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--PM-KR--;median-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--PM-KR--;mean-orout;1.16398744862362;0.860938297589271;1.57370950316314;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--PM-KR--;median-orout;1.16398744862362;0.860938297589271;1.57370950316314;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--HS-HK--;mean-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--HS-HK--;median-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--HS-HK--;mean-orout;1.16398744862362;0.860938297589271;1.57370950316314;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--HS-HK--;median-orout;1.16398744862362;0.860938297589271;1.57370950316314;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--HS-KR--;mean-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--HS-KR--;median-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--HS-KR--;mean-orout;1.16398744862362;0.860938297589271;1.57370950316314;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--HS-KR--;median-orout;1.16398744862362;0.860938297589271;1.57370950316314;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--SJ-HK--;mean-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--SJ-HK--;median-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--SJ-HK--;mean-orout;1.16398744862362;0.776612193153481;1.74458602697417;.;.;.;0.271861837531328;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--SJ-HK--;median-orout;1.16398744862362;0.776612193153481;1.74458602697417;.;.;.;0.271861837531328;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--SJ-KR--;mean-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--SJ-KR--;median-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--SJ-KR--;mean-orout;1.16398744862362;0.776612193153481;1.74458602697417;.;.;.;0.271861837531328;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--SJ-KR--;median-orout;1.16398744862362;0.776612193153481;1.74458602697417;.;.;.;0.271861837531328;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--HE-HK--;mean-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--HE-HK--;median-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--HE-HK--;mean-orout;1.16398744862362;0.860938297589271;1.57370950316314;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--HE-HK--;median-orout;1.16398744862362;0.860938297589271;1.57370950316314;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--HE-KR--;mean-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--HE-KR--;median-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--HE-KR--;mean-orout;1.16398744862362;0.860938297589271;1.57370950316314;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-random-SSW--HE-KR--;median-orout;1.16398744862362;0.860938297589271;1.57370950316314;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--EB-HK--;mean-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
1;meta-frequentist-common-SSW--EB-HK--;median-orout;1.16398744862362;0.868825114681439;1.55942405169779;.;.;.;0;0;0;.;NA;NA;NA;NA;41;56;NA
